id,lon,lat,id
26432531,-2.0650515,42.9071691,26432531
26432534,-2.0647505,42.9073167,26432534
26432590,-2.06501,42.9061256,26432590
26432591,-2.0661266,42.9061547,26432591
26432594,-2.0661223,42.9068087,26432594
26432674,-2.0650277,42.9067823,26432674
26432678,-2.0660479,42.9072513,26432678
26432680,-2.0650572,42.9073579,26432680
26432681,-2.0660146,42.9074855,26432681
26432682,-2.0643751,42.9060489,26432682
26432683,-2.0643223,42.9061573,26432683
26432684,-2.0640887,42.9061843,26432684
26432685,-2.0641327,42.9059184,26432685
26432688,-2.0650588,42.9055747,26432688
26432689,-2.0643226,42.9059596,26432689
26432691,-2.0656002,42.9072217,26432691
26432692,-2.0661214,42.9074894,26432692
26432693,-2.0662528,42.9074899,26432693
26432698,-2.0650312,42.9053184,26432698
26432699,-2.0644289,42.9053086,26432699
26432704,-2.0644052,42.9055786,26432704
26432706,-2.0644392,42.905103,26432706
26432707,-2.0650503,42.9051025,26432707
26432709,-2.0659768,42.9050996,26432709
26432710,-2.0644041,42.9071052,26432710
26432712,-2.0643357,42.9068245,26432712
26432713,-2.0642058,42.9066427,26432713
26432714,-2.0639385,42.9063346,26432714
26432715,-2.0650145,42.9060612,26432715
26432716,-2.0644228,42.9062554,26432716
26432717,-2.0647733,42.906059,26432717
26432718,-2.0639154,42.9056785,26432718
26432720,-2.064115,42.9049213,26432720
26432723,-2.0640773,42.9052808,26432723
26432725,-2.0641556,42.9061997,26432725
26432726,-2.0639847,42.9060685,26432726
26432727,-2.065693,42.9067983,26432727
26433732,-2.0646963,42.908051,26433732
26433733,-2.0649904,42.9080721,26433733
26433735,-2.0652648,42.9080809,26433735
26433736,-2.065519,42.9080955,26433736
26433737,-2.0657839,42.9081424,26433737
26433738,-2.0659965,42.9081662,26433738
26433739,-2.0653411,42.9073984,26433739
26433740,-2.0656226,42.9074413,26433740
26433741,-2.0659077,42.9074749,26433741
26433742,-2.0649723,42.9082772,26433742
26433743,-2.065581,42.9083318,26433743
26433744,-2.0655359,42.9085348,26433744
26433745,-2.0649589,42.9084713,26433745
26433746,-2.0664507,42.9074992,26433746
26433747,-2.06605,42.907961,26433747
26433748,-2.0663272,42.9080031,26433748
26433753,-2.0658819,42.9085899,26433753
26433754,-2.0656862,42.9061459,26433754
26433755,-2.0656872,42.9064129,26433755
26433758,-2.0657183,42.9083634,26433758
26433759,-2.0649183,42.9088443,26433759
26433760,-2.0646233,42.9088565,26433760
26433761,-2.064892,42.909235,26433761
26433763,-2.0646151,42.9095479,26433763
26433769,-2.0647645,42.9096762,26433769
26433770,-2.064891,42.909733,26433770
26433776,-2.0667899,42.9097237,26433776
26433777,-2.0673507,42.9096885,26433777
26433778,-2.0643675,42.9080352,26433778
26433779,-2.0640552,42.9080401,26433779
26433780,-2.0638001,42.908021,26433780
26433781,-2.0635909,42.9080143,26433781
26433782,-2.0644485,42.9073194,26433782
26433783,-2.064161,42.9073356,26433783
26433784,-2.0636168,42.9073747,26433784
26433787,-2.0628366,42.9079902,26433787
26433789,-2.0623925,42.9080899,26433789
26433791,-2.0641379,42.9080376,26433791
26433792,-2.0640486,42.9083204,26433792
26433793,-2.0637947,42.9083389,26433793
26433794,-2.0638343,42.9088169,26433794
26433795,-2.0640951,42.9088244,26433795
26433796,-2.0642906,42.908841,26433796
26433797,-2.0633521,42.9079984,26433797
26433799,-2.0635951,42.9078584,26433799
26433802,-2.0635038,42.9082433,26433802
